DATE,T (degC)
2013-04-03,24
2013-04-04,17
2013-04-05,18
2013-04-06,12
2013-04-07,15
2013-04-08,18
2013-04-09,20
2013-04-10,19
2013-04-11,23
2013-04-12,19
2013-04-13,21
2013-04-14,24
2013-04-15,20
2013-04-16,21
2013-04-17,23
2013-04-18,22
2013-04-19,24
2013-04-20,16
2013-04-21,17
2013-04-22,16
2013-04-23,16
2013-04-24,14
2013-04-25,20
2013-04-26,18
2013-04-27,22
2013-04-28,15
2013-04-29,14
2013-04-30,19
2013-05-01,17
2013-05-02,16
2013-05-03,15
2013-05-04,14
2013-05-05,18
2013-05-06,22
2013-05-07,23
2013-05-08,26
2013-05-09,26
2013-05-10,24
2013-05-11,22
2013-05-12,22
2013-05-13,22
2013-05-14,24
2013-05-15,20
2013-05-16,18
2013-05-17,21
2013-05-18,19
2013-05-19,19
2013-05-20,19
2013-05-21,16
2013-05-22,18
2013-05-23,20
2013-05-24,21
2013-05-25,20
2013-05-26,22
2013-05-27,21
2013-05-28,20
2013-05-29,20
2013-05-30,18
2013-05-31,20
2013-06-01,20
2013-06-02,22
2013-06-03,22
2013-06-04,23
2013-06-05,27
2013-06-06,21
2013-06-07,21
2013-06-08,21
2013-06-09,22
2013-06-10,22
2013-06-11,24
2013-06-12,26
2013-06-13,28
2013-06-14,27
2013-06-15,30
2013-06-16,33
2013-06-17,32
2013-06-18,25
2013-06-19,23
2013-06-20,23
2013-06-21,25
2013-06-22,23
2013-06-23,23
2013-06-24,24
2013-06-25,23
2013-06-26,23
2013-06-27,23
2013-06-28,23
2013-06-29,26
2013-06-30,28
2013-07-01,27
2013-07-02,28
2013-07-03,25
2013-07-04,26
2013-07-05,24
2013-07-06,26
2013-07-07,28
2013-07-08,27
2013-07-09,27
2013-07-10,28
2013-07-11,32
2013-07-12,30
2013-07-13,28
2013-07-14,29
2013-07-15,29
2013-07-16,30
2013-07-17,28
2013-07-18,28
2013-07-19,30
2013-07-20,30
2013-07-21,28
2013-07-22,27
2013-07-23,29
2013-07-24,30
2013-07-25,32
2013-07-26,34
2013-07-27,33
2013-07-28,31
2013-07-29,29
2013-07-30,29
2013-07-31,28
2013-08-01,30
2013-08-02,32
2013-08-03,34
2013-08-04,31
2013-08-05,32
2013-08-06,34
2013-08-07,34
2013-08-08,30
2013-08-09,27
2013-08-10,28
2013-08-11,29
2013-08-12,32
2013-08-13,31
2013-08-14,29
2013-08-15,30
2013-08-16,30
2013-08-17,29
2013-08-18,30
2013-08-19,30
2013-08-20,29
2013-08-21,27
2013-08-22,29
2013-08-23,31
2013-08-24,32
2013-08-25,29
2013-08-26,29
2013-08-27,28
2013-08-28,29
2013-08-29,27
2013-08-30,25
2013-08-31,25
2013-09-01,25
2013-09-02,26
2013-09-03,27
2013-09-04,28
2013-09-05,28
2013-09-06,26
2013-09-07,28
2013-09-08,27
2013-09-09,23
2013-09-10,25
2013-09-11,27
2013-09-12,25
2013-09-13,25
2013-09-14,29
2013-09-15,27
2013-09-16,27
2013-09-17,26
2013-09-18,26
2013-09-19,25
2013-09-20,25
2013-09-21,26
2013-09-22,25
2013-09-23,24
2013-09-24,26
2013-09-25,28
2013-09-26,31
2013-09-27,30
2013-09-28,29
2013-09-29,26
2013-09-30,27
2013-10-01,28
2013-10-02,30
2013-10-03,31
2013-10-04,31
2013-10-05,26
2013-10-06,24
2013-10-07,24
2013-10-08,23
2013-10-09,24
2013-10-10,26
2013-10-11,25
2013-10-12,25
2013-10-13,25
2013-10-14,24
2013-10-15,24
2013-10-16,27
2013-10-17,27
2013-10-18,29
2013-10-19,25
2013-10-20,26
2013-10-21,29
2013-10-22,29
2013-10-23,25
2013-10-24,26
2013-10-25,31
2013-10-26,26
2013-10-27,24
2013-10-28,29
2013-10-29,25
2013-10-30,19
2013-10-31,19
2013-11-01,19
2013-11-02,22
2013-11-03,24
2013-11-04,23
2013-11-05,22
2013-11-06,22
2013-11-07,25
2013-11-08,23
2013-11-09,21
2013-11-10,19
2013-11-11,16
2013-11-12,17
2013-11-13,17
2013-11-14,17
2013-11-15,14
2013-11-16,13
2013-11-17,13
2013-11-18,14
2013-11-19,15
2013-11-20,12
2013-11-21,14
2013-11-22,14
2013-11-23,13
2013-11-24,12
2013-11-25,13
2013-11-26,11
2013-11-27,10
2013-11-28,12
2013-11-29,10
2013-11-30,10
2013-12-01,11
2013-12-02,12
2013-12-03,12
2013-12-04,15
2013-12-05,14
2013-12-06,14
2013-12-07,14
2013-12-08,16
2013-12-09,15
2013-12-10,14
2013-12-11,16
2013-12-12,16
2013-12-13,16
2013-12-14,14
2013-12-15,15
2013-12-16,16
2013-12-17,16
2013-12-18,14
2013-12-19,16
2013-12-20,12
2013-12-21,14
2013-12-22,13
2013-12-23,13
2013-12-24,17
2013-12-25,15
2013-12-26,12
2013-12-27,15
2013-12-28,17
2013-12-29,13
2013-12-30,12
2013-12-31,14
2014-01-01,15
2014-01-02,17
2014-01-03,18
2014-01-04,16
2014-01-05,15
2014-01-06,17
2014-01-07,19
2014-01-08,19
2014-01-09,19
2014-01-10,18
2014-01-11,17
2014-01-12,14
2014-01-13,17
2014-01-14,13
2014-01-15,14
2014-01-16,17
2014-01-17,16
2014-01-18,17
2014-01-19,14
2014-01-20,12
2014-01-21,13
2014-01-22,14
2014-01-23,12
2014-01-24,13
2014-01-25,13
2014-01-26,16
2014-01-27,16
2014-01-28,12
2014-01-29,15
2014-01-30,12
2014-01-31,12
2014-02-01,13
2014-02-02,11
2014-02-03,13
2014-02-04,13
2014-02-05,18
2014-02-06,19
2014-02-07,15
2014-02-08,17
2014-02-09,18
2014-02-10,15
2014-02-11,12
2014-02-12,14
2014-02-13,18
2014-02-14,21
2014-02-15,22
2014-02-16,20
2014-02-17,21
2014-02-18,17
2014-02-19,14
2014-02-20,15
2014-02-21,17
2014-02-22,11
2014-02-23,15
2014-02-24,17
2014-02-25,14
2014-02-26,15
2014-02-27,12
2014-02-28,17
2014-03-01,14
2014-03-02,14
2014-03-03,15
2014-03-04,12
2014-03-05,14
2014-03-06,13
2014-03-07,13
2014-03-08,15
2014-03-09,14
2014-03-10,13
2014-03-11,14
2014-03-12,15
2014-03-13,14
2014-03-14,11
2014-03-15,12
2014-03-16,16
2014-03-17,17
2014-03-18,20
2014-03-19,18
2014-03-20,16
2014-03-21,16
2014-03-22,19
2014-03-23,15
2014-03-24,15
2014-03-25,16
2014-03-26,17
2014-03-27,14
2014-03-28,20
2014-03-29,20
2014-03-30,15
2014-03-31,17
2014-04-01,24
2014-04-02,25
2014-04-03,16
2014-04-04,16
2014-04-05,17
2014-04-06,19
2014-04-07,21
2014-04-08,23
2014-04-09,22
2014-04-10,20
2014-04-11,24
2014-04-12,23
2014-04-13,18
2014-04-14,21
2014-04-15,22
2014-04-16,20
2014-04-17,21
2014-04-18,22
2014-04-19,25
2014-04-20,21
2014-04-21,22
2014-04-22,19
2014-04-23,21
2014-04-24,23
2014-04-25,17
2014-04-26,19
2014-04-27,19
2014-04-28,21
2014-04-29,24
2014-04-30,23
2014-05-01,23
2014-05-02,22
2014-05-03,19
2014-05-04,20
2014-05-05,21
2014-05-06,23
2014-05-07,24
2014-05-08,22
2014-05-09,23
2014-05-10,24
2014-05-11,26
2014-05-12,26
2014-05-13,22
2014-05-14,20
2014-05-15,20
2014-05-16,20
2014-05-17,21
2014-05-18,21
2014-05-19,23
2014-05-20,27
2014-05-21,24
2014-05-22,22
2014-05-23,21
2014-05-24,22
2014-05-25,21
2014-05-26,21
2014-05-27,21
2014-05-28,21
2014-05-29,21
2014-05-30,25
2014-05-31,23
2014-06-01,18
2014-06-02,15
2014-06-03,21
2014-06-04,27
2014-06-05,28
2014-06-06,30
2014-06-07,28
2014-06-08,26
2014-06-09,25
2014-06-10,25
2014-06-11,25
2014-06-12,26
2014-06-13,27
2014-06-14,28
2014-06-15,28
2014-06-16,23
2014-06-17,24
2014-06-18,27
2014-06-19,29
2014-06-20,31
2014-06-21,26
2014-06-22,28
2014-06-23,26
2014-06-24,25
2014-06-25,25
2014-06-26,25
2014-06-27,30
2014-06-28,32
2014-06-29,30
2014-06-30,27
2014-07-01,29
2014-07-02,28
2014-07-03,27
2014-07-04,27
2014-07-05,28
2014-07-06,28
2014-07-07,28
2014-07-08,27
2014-07-09,28
2014-07-10,26
2014-07-11,27
2014-07-12,29
2014-07-13,29
2014-07-14,30
2014-07-15,30
2014-07-16,31
2014-07-17,32
2014-07-18,39
2014-07-19,34
2014-07-20,29
2014-07-21,27
2014-07-22,28
2014-07-23,32
2014-07-24,32
2014-07-25,30
2014-07-26,28
2014-07-27,29
2014-07-28,30
2014-07-29,28
2014-07-30,29
2014-07-31,31
2014-08-01,30
2014-08-02,29
2014-08-03,30
2014-08-04,30
2014-08-05,29
2014-08-06,29
2014-08-07,31
2014-08-08,34
2014-08-09,34
2014-08-10,33
2014-08-11,33
2014-08-12,29
2014-08-13,31
2014-08-14,30
2014-08-15,29
2014-08-16,28
2014-08-17,28
2014-08-18,34
2014-08-19,29
2014-08-20,29
2014-08-21,30
2014-08-22,31
2014-08-23,29
2014-08-24,29
2014-08-25,30
2014-08-26,31
2014-08-27,33
2014-08-28,32
2014-08-29,32
2014-08-30,31
2014-08-31,28
2014-09-01,29
2014-09-02,30
2014-09-03,31
2014-09-04,31
2014-09-05,30
2014-09-06,29
2014-09-07,31
2014-09-08,31
2014-09-09,30
2014-09-10,29
2014-09-11,31
2014-09-12,30
2014-09-13,26
2014-09-14,31
2014-09-15,31
2014-09-16,33
2014-09-17,31
2014-09-18,29
2014-09-19,29
2014-09-20,32
2014-09-21,30
2014-09-22,28
2014-09-23,27
2014-09-24,27
2014-09-25,26
2014-09-26,26
2014-09-27,28
2014-09-28,28
2014-09-29,28
2014-09-30,29
2014-10-01,30
2014-10-02,28
2014-10-03,22
2014-10-04,23
2014-10-05,24
2014-10-06,28
2014-10-07,26
2014-10-08,31
2014-10-09,28
2014-10-10,28
2014-10-11,29
2014-10-12,28
2014-10-13,24
2014-10-14,21
2014-10-15,21
2014-10-16,25
2014-10-17,28
2014-10-18,29
2014-10-19,30
2014-10-20,30
2014-10-21,27
2014-10-22,23
2014-10-23,21
2014-10-24,23
2014-10-25,25
2014-10-26,26
2014-10-27,24
2014-10-28,23
2014-10-29,23
2014-10-30,22
2014-10-31,21
2014-11-01,21
2014-11-02,23
2014-11-03,23
2014-11-04,24
2014-11-05,17
2014-11-06,16
2014-11-07,19
2014-11-08,22
2014-11-09,19
2014-11-10,14
2014-11-11,18
2014-11-12,19
2014-11-13,21
2014-11-14,23
2014-11-15,19
2014-11-16,18
2014-11-17,19
2014-11-18,18
2014-11-19,23
2014-11-20,24
2014-11-21,26
2014-11-22,26
2014-11-23,24
2014-11-24,21
2014-11-25,20
2014-11-26,20
2014-11-27,21
2014-11-28,20
2014-11-29,19
2014-11-30,18
2014-12-01,15
2014-12-02,15
2014-12-03,16
2014-12-04,17
2014-12-05,15
2014-12-06,15
2014-12-07,11
2014-12-08,13
2014-12-09,12
2014-12-10,11
2014-12-11,13
2014-12-12,15
2014-12-13,16
2014-12-14,14
2014-12-15,15
2014-12-16,13
2014-12-17,14
2014-12-18,13
2014-12-19,16
2014-12-20,17
2014-12-21,15
2014-12-22,16
2014-12-23,16
2014-12-24,15
2014-12-25,14
2014-12-26,13
2014-12-27,14
2014-12-28,13
2014-12-29,9
2014-12-30,8
2014-12-31,11
2015-01-01,10
2015-01-02,12
2015-01-03,14
2015-01-04,17
2015-01-05,15
2015-01-06,15
2015-01-07,13
2015-01-08,14
2015-01-09,14
2015-01-10,17
2015-01-11,18
2015-01-12,16
2015-01-13,18
2015-01-14,17
2015-01-15,19
2015-01-16,17
2015-01-17,12
2015-01-18,11
2015-01-19,11
2015-01-20,11
2015-01-21,11
2015-01-22,8
2015-01-23,9
2015-01-24,11
2015-01-25,10
2015-01-26,9
2015-01-27,12
2015-01-28,11
2015-01-29,15
2015-01-30,17
2015-01-31,15
2015-02-01,10
2015-02-02,11
2015-02-03,13
2015-02-04,11
2015-02-05,7
2015-02-06,8
2015-02-07,10
2015-02-08,10
2015-02-09,10
2015-02-10,14
2015-02-11,15
2015-02-12,16
2015-02-13,13
2015-02-14,14
2015-02-15,14
2015-02-16,12
2015-02-17,12
2015-02-18,12
2015-02-19,13
2015-02-20,13
2015-02-21,12
2015-02-22,9
2015-02-23,15
2015-02-24,12
2015-02-25,12
2015-02-26,10
2015-02-27,13
2015-02-28,11
2015-03-01,15
2015-03-02,19
2015-03-03,21
2015-03-04,18
2015-03-05,11
2015-03-06,11
2015-03-07,12
2015-03-08,12
2015-03-09,12
2015-03-10,15
2015-03-11,15
2015-03-12,15
2015-03-13,15
2015-03-14,16
2015-03-15,16
2015-03-16,16
2015-03-17,17
2015-03-18,17
2015-03-19,22
2015-03-20,21
2015-03-21,17
2015-03-22,16
2015-03-23,20
2015-03-24,14
2015-03-25,12
2015-03-26,11
2015-03-27,16
2015-03-28,16
2015-03-29,19
2015-03-30,21
2015-03-31,20
2015-04-01,19
2015-04-02,17
2015-04-03,18
2015-04-04,18
2015-04-05,17
2015-04-06,15
2015-04-07,14
2015-04-08,18
2015-04-09,20
2015-04-10,21
2015-04-11,20
2015-04-12,20
2015-04-13,18
2015-04-14,20
2015-04-15,18
2015-04-16,22
2015-04-17,19
2015-04-18,21
2015-04-19,19
2015-04-20,19
2015-04-21,21
2015-04-22,25
2015-04-23,21
2015-04-24,19
2015-04-25,20
2015-04-26,23
2015-04-27,18
2015-04-28,20
2015-04-29,21
2015-04-30,22
2015-05-01,24
2015-05-02,26
2015-05-03,28
2015-05-04,34
2015-05-05,26
2015-05-06,23
2015-05-07,24
2015-05-08,23
2015-05-09,22
2015-05-10,25
2015-05-11,28
2015-05-12,24
2015-05-13,25
2015-05-14,33
2015-05-15,25
2015-05-16,19
2015-05-17,19
2015-05-18,26
2015-05-19,25
2015-05-20,18
2015-05-21,17
2015-05-22,19
2015-05-23,20
2015-05-24,18
2015-05-25,16
2015-05-26,19
2015-05-27,22
2015-05-28,23
2015-05-29,24
2015-05-30,21
2015-05-31,24
2015-06-01,23
2015-06-02,24
2015-06-03,26
2015-06-04,25
2015-06-05,25
2015-06-06,25
2015-06-07,23
2015-06-08,25
2015-06-09,25
2015-06-10,28
2015-06-11,26
2015-06-12,24
2015-06-13,24
2015-06-14,23
2015-06-15,20
2015-06-16,23
2015-06-17,22
2015-06-18,24
2015-06-19,26
2015-06-20,26
2015-06-21,28
2015-06-22,30
2015-06-23,28
2015-06-24,25
2015-06-25,24
2015-06-26,26
2015-06-27,29
2015-06-28,31
2015-06-29,32
2015-06-30,33
2015-07-01,34
2015-07-02,31
2015-07-03,33
2015-07-04,34
2015-07-05,34
2015-07-06,34
2015-07-07,33
2015-07-08,33
2015-07-09,30
2015-07-10,29
2015-07-11,30
2015-07-12,29
2015-07-13,29
2015-07-14,30
2015-07-15,32
2015-07-16,30
2015-07-17,30
2015-07-18,30
2015-07-19,30
2015-07-20,30
2015-07-21,31
2015-07-22,32
2015-07-23,30
2015-07-24,31
2015-07-25,31
2015-07-26,30
2015-07-27,31
2015-07-28,33
2015-07-29,35
2015-07-30,30
2015-07-31,34
2015-08-01,31
2015-08-02,31
2015-08-03,32
2015-08-04,30
2015-08-05,32
2015-08-06,33
2015-08-07,31
2015-08-08,32
2015-08-09,30
2015-08-10,30
2015-08-11,31
2015-08-12,32
2015-08-13,33
2015-08-14,30
2015-08-15,27
2015-08-16,27
2015-08-17,30
2015-08-18,29
2015-08-19,28
2015-08-20,29
2015-08-21,30
2015-08-22,31
2015-08-23,30
2015-08-24,28
2015-08-25,27
2015-08-26,30
2015-08-27,29
2015-08-28,28
2015-08-29,29
2015-08-30,29
2015-08-31,30
2015-09-01,29
2015-09-02,29
2015-09-03,27
2015-09-04,23
2015-09-05,29
2015-09-06,29
2015-09-07,25
2015-09-08,24
2015-09-09,23
2015-09-10,26
2015-09-11,29
2015-09-12,31
2015-09-13,31
2015-09-14,28
2015-09-15,27
2015-09-16,23
2015-09-17,28
2015-09-18,28
2015-09-19,26
2015-09-20,26
2015-09-21,27
2015-09-22,28
2015-09-23,26
2015-09-24,23
2015-09-25,23
2015-09-26,23
2015-09-27,23
2015-09-28,24
2015-09-29,22
2015-09-30,22
2015-10-01,21
2015-10-02,25
2015-10-03,29
2015-10-04,27
2015-10-05,31
2015-10-06,27
2015-10-07,25
2015-10-08,22
2015-10-09,19
2015-10-10,21
2015-10-11,25
2015-10-12,26
2015-10-13,24
2015-10-14,22
2015-10-15,21
2015-10-16,23
2015-10-17,26
2015-10-18,25
2015-10-19,25
2015-10-20,22
2015-10-21,18
2015-10-22,17
2015-10-23,19
2015-10-24,23
2015-10-25,22
2015-10-26,21
2015-10-27,23
2015-10-28,21
2015-10-29,20
2015-10-30,20
2015-10-31,20
2015-11-01,22
2015-11-02,23
2015-11-03,23
2015-11-04,20
2015-11-05,19
2015-11-06,20
2015-11-07,19
2015-11-08,21
2015-11-09,22
2015-11-10,20
2015-11-11,20
2015-11-12,20
2015-11-13,19
2015-11-14,18
2015-11-15,19
2015-11-16,19
2015-11-17,18
2015-11-18,17
2015-11-19,17
2015-11-20,19
2015-11-21,22
2015-11-22,13
2015-11-23,12
2015-11-24,10
2015-11-25,14
2015-11-26,16
2015-11-27,13
2015-11-28,16
2015-11-29,16
2015-11-30,17
2015-12-01,19
2015-12-02,19
2015-12-03,18
2015-12-04,16
2015-12-05,16
2015-12-06,17
2015-12-07,18
2015-12-08,18
2015-12-09,17
2015-12-10,16
2015-12-11,17
2015-12-12,16
2015-12-13,16
2015-12-14,16
2015-12-15,17
2015-12-16,19
2015-12-17,19
2015-12-18,14
2015-12-19,14
2015-12-20,14
2015-12-21,17
2015-12-22,17
2015-12-23,19
2015-12-24,16
2015-12-25,16
2015-12-26,15
2015-12-27,16
2015-12-28,15
2015-12-29,17
2015-12-30,16
2015-12-31,17
2016-01-01,18
2016-01-02,19
2016-01-03,16
2016-01-04,15
2016-01-05,16
2016-01-06,13
2016-01-07,18
2016-01-08,20
2016-01-09,19
2016-01-10,19
2016-01-11,19
2016-01-12,15
2016-01-13,15
2016-01-14,18
2016-01-15,16
2016-01-16,9
2016-01-17,11
2016-01-18,14
2016-01-19,13
2016-01-20,14
2016-01-21,14
2016-01-22,14
2016-01-23,16
2016-01-24,18
2016-01-25,19
2016-01-26,19
2016-01-27,17
2016-01-28,16
2016-01-29,16
2016-01-30,16
2016-01-31,15
2016-02-01,17
2016-02-02,19
2016-02-03,17
2016-02-04,13
2016-02-05,16
2016-02-06,17
2016-02-07,15
2016-02-08,16
2016-02-09,20
2016-02-10,17
2016-02-11,19
2016-02-12,18
2016-02-13,19
2016-02-14,15
2016-02-15,10
2016-02-16,10
2016-02-17,11
2016-02-18,14
2016-02-19,16
2016-02-20,17
2016-02-21,17
2016-02-22,20
2016-02-23,16
2016-02-24,18
2016-02-25,15
2016-02-26,16
2016-02-27,13
2016-02-28,11
2016-02-29,12
2016-03-01,14
2016-03-02,17
2016-03-03,14
2016-03-04,18
2016-03-05,14
2016-03-06,12
2016-03-07,13
2016-03-08,9
2016-03-09,13
2016-03-10,10
2016-03-11,11
2016-03-12,11
2016-03-13,12
2016-03-14,15
2016-03-15,15
2016-03-16,15
2016-03-17,15
2016-03-18,17
2016-03-19,18
2016-03-20,17
2016-03-21,14
2016-03-22,12
2016-03-23,15
2016-03-24,14
2016-03-25,17
2016-03-26,18
2016-03-27,19
2016-03-28,19
2016-03-29,20
2016-03-30,27
2016-03-31,22
2016-04-01,15
2016-04-02,14
2016-04-03,20
2016-04-04,20
2016-04-05,14
2016-04-06,14
2016-04-07,14
2016-04-08,17
2016-04-09,16
2016-04-10,20
2016-04-11,20
2016-04-12,19
2016-04-13,18
2016-04-14,20
2016-04-15,18
2016-04-16,19
2016-04-17,19
2016-04-18,20
2016-04-19,19
2016-04-20,19
2016-04-21,19
2016-04-22,19
2016-04-23,20
2016-04-24,18
2016-04-25,18
2016-04-26,20
2016-04-27,21
2016-04-28,19
2016-04-29,19
2016-04-30,17
2016-05-01,15
2016-05-02,16
2016-05-03,20
2016-05-04,22
2016-05-05,20
2016-05-06,18
2016-05-07,18
2016-05-08,26
2016-05-09,24
2016-05-10,25
2016-05-11,19
2016-05-12,19
2016-05-13,18
2016-05-14,19
2016-05-15,20
2016-05-16,20
2016-05-17,21
2016-05-18,21
2016-05-19,21
2016-05-20,21
2016-05-21,21
2016-05-22,25
2016-05-23,21
2016-05-24,26
2016-05-25,25
2016-05-26,20
2016-05-27,20
2016-05-28,19
2016-05-29,21
2016-05-30,22
2016-05-31,24
2016-06-01,22
2016-06-02,25
2016-06-03,27
2016-06-04,24
2016-06-05,22
2016-06-06,24
2016-06-07,26
2016-06-08,27
2016-06-09,28
2016-06-10,24
2016-06-11,26
2016-06-12,25
2016-06-13,27
2016-06-14,28
2016-06-15,24
2016-06-16,27
2016-06-17,23
2016-06-18,24
2016-06-19,22
2016-06-20,23
2016-06-21,24
2016-06-22,27
2016-06-23,27
2016-06-24,27
2016-06-25,31
2016-06-26,28
2016-06-27,28
2016-06-28,32
2016-06-29,28
2016-06-30,25
2016-07-01,27
2016-07-02,28
2016-07-03,31
2016-07-04,32
2016-07-05,27
2016-07-06,28
2016-07-07,32
2016-07-08,31
2016-07-09,32
2016-07-10,28
2016-07-11,29
2016-07-12,29
2016-07-13,27
2016-07-14,26
2016-07-15,25
2016-07-16,27
2016-07-17,26
2016-07-18,30
2016-07-19,31
2016-07-20,31
2016-07-21,30
2016-07-22,30
2016-07-23,29
2016-07-24,30
2016-07-25,30
2016-07-26,31
2016-07-27,31
2016-07-28,32
2016-07-29,33
2016-07-30,33
2016-07-31,33
2016-08-01,32
2016-08-02,31
2016-08-03,32
2016-08-04,30
2016-08-05,29
2016-08-06,27
2016-08-07,26
2016-08-08,26
2016-08-09,28
2016-08-10,26
2016-08-11,26
2016-08-12,26
2016-08-13,27
2016-08-14,29
2016-08-15,28
2016-08-16,27
2016-08-17,30
2016-08-18,31
2016-08-19,32
2016-08-20,32
2016-08-21,28
2016-08-22,27
2016-08-23,26
2016-08-24,28
2016-08-25,28
2016-08-26,27
2016-08-27,28
2016-08-28,31
2016-08-29,32
2016-08-30,29
2016-08-31,29
2016-09-01,28
2016-09-02,30
2016-09-03,30
2016-09-04,31
2016-09-05,34
2016-09-06,30
2016-09-07,28
2016-09-08,29
2016-09-09,29
2016-09-10,28
2016-09-11,27
2016-09-12,29
2016-09-13,30
2016-09-14,27
2016-09-15,25
2016-09-16,24
2016-09-17,25
2016-09-18,25
2016-09-19,24
2016-09-20,22
2016-09-21,27
2016-09-22,29
2016-09-23,26
2016-09-24,27
2016-09-25,24
2016-09-26,25
2016-09-27,25
2016-09-28,23
2016-09-29,25
2016-09-30,25
2016-10-01,26
2016-10-02,26
2016-10-03,27
2016-10-04,26
2016-10-05,25
2016-10-06,28
2016-10-07,27
2016-10-08,26
2016-10-09,27
2016-10-10,23
2016-10-11,25
2016-10-12,24
2016-10-13,25
2016-10-14,22
2016-10-15,23
2016-10-16,28
2016-10-17,27
2016-10-18,22
2016-10-19,22
2016-10-20,23
2016-10-21,22
2016-10-22,26
2016-10-23,27
2016-10-24,31
2016-10-25,31
2016-10-26,30
2016-10-27,24
2016-10-28,21
2016-10-29,20
2016-10-30,20
2016-10-31,22
2016-11-01,23
2016-11-02,21
2016-11-03,25
2016-11-04,27
2016-11-05,26
2016-11-06,22
2016-11-07,16
2016-11-08,12
2016-11-09,18
2016-11-10,18
2016-11-11,18
2016-11-12,18
2016-11-13,19
2016-11-14,17
2016-11-15,16
2016-11-16,16
2016-11-17,17
2016-11-18,16
2016-11-19,18
2016-11-20,19
2016-11-21,21
2016-11-22,21
2016-11-23,20
2016-11-24,16
2016-11-25,17
2016-11-26,18
2016-11-27,18
2016-11-28,14
2016-11-29,16
2016-11-30,17
2016-12-01,16
2016-12-02,17
2016-12-03,17
2016-12-04,17
2016-12-05,16
2016-12-06,17
2016-12-07,15
2016-12-08,16
2016-12-09,17
2016-12-10,17
2016-12-11,17
2016-12-12,16
2016-12-13,15
2016-12-14,16
2016-12-15,15
2016-12-16,14
2016-12-17,13
2016-12-18,16
2016-12-19,14
2016-12-20,12
2016-12-21,12
2016-12-22,15
2016-12-23,14
2016-12-24,14
2016-12-25,14
2016-12-26,15
2016-12-27,14
2016-12-28,14
2016-12-29,15
2016-12-30,13
2016-12-31,12
2017-01-01,13
2017-01-02,15
2017-01-03,15
2017-01-04,15
2017-01-05,14
2017-01-06,11
2017-01-07,12
2017-01-08,13
2017-01-09,12
2017-01-10,11
2017-01-11,11
2017-01-12,13
2017-01-13,15
2017-01-14,10
2017-01-15,9
2017-01-16,10
2017-01-17,9
2017-01-18,7
2017-01-19,12
2017-01-20,12
2017-01-21,11
2017-01-22,11
2017-01-23,12
2017-01-24,9
2017-01-25,13
2017-01-26,14
2017-01-27,14
2017-01-28,10
2017-01-29,12
2017-01-30,14
2017-01-31,16
2017-02-01,16
2017-02-02,16
2017-02-03,17
2017-02-04,17
2017-02-05,15
2017-02-06,13
2017-02-07,15
2017-02-08,11
2017-02-09,11
2017-02-10,16
2017-02-11,15
2017-02-12,16
2017-02-13,18
2017-02-14,15
2017-02-15,15
2017-02-16,15
2017-02-17,14
2017-02-18,13
2017-02-19,14
2017-02-20,16
2017-02-21,17
2017-02-22,21
2017-02-23,21
2017-02-24,16
2017-02-25,12
2017-02-26,13
2017-02-27,16
2017-02-28,17
2017-03-01,15
2017-03-02,17
2017-03-03,22
2017-03-04,16
2017-03-05,16
2017-03-06,18
2017-03-07,17
2017-03-08,17
2017-03-09,18
2017-03-10,21
2017-03-11,21
2017-03-12,20
2017-03-13,17
2017-03-14,17
2017-03-15,16
2017-03-16,15
2017-03-17,18
2017-03-18,18
2017-03-19,19
2017-03-20,17
2017-03-21,18
2017-03-22,17
2017-03-23,15
2017-03-24,9
2017-03-25,15
2017-03-26,20
2017-03-27,17
2017-03-28,16
2017-03-29,16
2017-03-30,19
2017-03-31,20
2017-04-01,18
2017-04-02,17
2017-04-03,15
2017-04-04,16
2017-04-05,20
2017-04-06,14
2017-04-07,15
2017-04-08,15
2017-04-09,16
2017-04-10,18
2017-04-11,18
2017-04-12,19
2017-04-13,22
2017-04-14,24
2017-04-15,22
2017-04-16,20
2017-04-17,22
2017-04-18,21
2017-04-19,18
2017-04-20,15
2017-04-21,17
2017-04-22,20
2017-04-23,22
2017-04-24,22
2017-04-25,20
2017-04-26,23
2017-04-27,22
2017-04-28,15
2017-04-29,19
2017-04-30,19
2017-05-01,18
2017-05-02,19
2017-05-03,22
2017-05-04,26
2017-05-05,30
2017-05-06,21
2017-05-07,20
2017-05-08,21
2017-05-09,26
2017-05-10,23
2017-05-11,23
2017-05-12,21
2017-05-13,22
2017-05-14,22
2017-05-15,22
2017-05-16,24
2017-05-17,25
2017-05-18,24
2017-05-19,22
2017-05-20,23
2017-05-21,25
2017-05-22,26
2017-05-23,23
2017-05-24,24
2017-05-25,27
2017-05-26,28
2017-05-27,27
2017-05-28,28
2017-05-29,24
2017-05-30,23
2017-05-31,23
2017-06-01,25
2017-06-02,27
2017-06-03,28
2017-06-04,26
2017-06-05,21
2017-06-06,25
2017-06-07,26
2017-06-08,29
2017-06-09,26
2017-06-10,24
2017-06-11,26
2017-06-12,28
2017-06-13,33
2017-06-14,30
2017-06-15,29
2017-06-16,29
2017-06-17,29
2017-06-18,27
2017-06-19,27
2017-06-20,30
2017-06-21,28
2017-06-22,27
2017-06-23,28
2017-06-24,30
2017-06-25,34
2017-06-26,33
2017-06-27,34
2017-06-28,29
2017-06-29,27
2017-06-30,25
2017-07-01,24
2017-07-02,24
2017-07-03,26
2017-07-04,30
